Web ID,Region,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
52421,US-Mexico Border,"August 26, 2019",2019,Aug,1,,1,,1,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.586669000000, -111.753637200000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
53466,North Africa,"August 26, 2019",2019,Aug,2,,2,,1,1,2,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.895340000000, 13.181050000000",,,Northern Africa,2
51968,Europe,"August 25, 2019",2019,Aug,1,,1,11,1,,,Vehicle Accident,"Kupa River, near Slatina Pokupska, Croatia","Police Administration Sisak-Moslavina County, Croatian National Radio Television (HRT) via IOM Croatia","45.482029519751, 16.004001166565",Western Balkans,"https://bit.ly/329RlQd, https://bit.ly/2ZvA5ad, https://bit.ly/2ZdvD0x",Southern Europe,4
52597,South Asia,"August 25, 2019",2019,Aug,2,,2,,,,,Unknown,"Tehran, Iran",Mixed Migration Monitoring Mechanism Initiative (4Mi),"35.732116000000, 51.144003000000",,http://www.mixedmigration.org/4mi/,Southern Asia,2
52595,Southeast Asia,"August 24, 2019",2019,Aug,2,,2,,1,1,2,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Bangkok, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.758642000000, 100.839648000000",,http://www.mixedmigration.org/4mi/,,2
52594,South Asia,"August 24, 2019",2019,Aug,3,,3,,1,2,2,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Khulna Division, Bangladesh",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.461445000000, 89.049116000000",,http://www.mixedmigration.org/4mi/,Southern Asia,2
52593,Southeast Asia,"August 24, 2019",2019,Aug,6,,6,,1,2,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Excessive Physical Abuse, Sexual abuse","In the forest, Pattani Province, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi),"6.628644000000, 101.390831000000",,http://www.mixedmigration.org/4mi/,,2
51976,US-Mexico Border,"August 24, 2019",2019,Aug,1,,1,,,,,Unknown,"Ranch in Kenedy County, Texas, USA",US Border Patrol,"26.869714700000, -97.698227200000",Central America to US,http://bit.ly/2UfBpcj,Northern America,5
51975,US-Mexico Border,"August 24, 2019",2019,Aug,1,,1,,,,,Presumed drowning,"Río Bravo, near Mission, Hidalgo County, Texas, USA",US Border Patrol,"26.166658691056, -98.337147645366",Central America to US,http://bit.ly/2UfBpcj,Northern America,5
51974,US-Mexico Border,"August 24, 2019",2019,Aug,1,,1,1,1,,,Dehydration,"Ranch in Dimmit County, Texas, USA","Zócalo, Breitbart","28.411651400000, -99.812493500000",Central America to US,"http://bit.ly/2LdLp1v, http://bit.ly/30J61p5",Northern America,3
52419,US-Mexico Border,"August 24, 2019",2019,Aug,1,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.340439000000, -111.778268200000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52596,South Asia,"August 24, 2019",2019,Aug,2,,2,,1,1,1,Harsh weather/lack of adequate shelter,"Ardabil Province, Iran",Mixed Migration Monitoring Mechanism Initiative (4Mi),"39.290487000000, 47.427454000000",,http://www.mixedmigration.org/4mi/,Southern Asia,2
51965,US-Mexico Border,"August 23, 2019",2019,Aug,1,,1,,,1,,Drowning,"Río Bravo, near International Bridge III, Nuevo Laredo, Tamaulipas, Mexico",Lider,"27.596688407404, -99.537284533452",Central America to US,"https://bit.ly/30yHJ0J, https://bit.ly/2NDw2SK",Central America,3
53202,Sub-Saharan Africa,"August 23, 2019",2019,Aug,2,,2,,1,1,1,"Harsh weather/lack of adequate shelter, Vehicle Accident","Zegoua, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-5.651178000000, 10.483254000000",,,Western Africa,2
53465,North Africa,"August 23, 2019",2019,Aug,2,,2,,2,,,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.291150000000, 13.766789000000",,,Northern Africa,2
51967,Europe,"August 23, 2019",2019,Aug,1,,1,13,,1,,Vehicle Accident,"Near Negotino, North Macedonia, on the highway from Gevgelija to Skopje",IOM North Macedonia,"41.502661204569, 22.090889878296",Western Balkans,https://bit.ly/2ZqSRvi,Southern Europe,4
51966,US-Mexico Border,"August 23, 2019",2019,Aug,1,,1,1,,1,,Drowning,"Río Bravo, near Piedras Negras, Coahuila, Mexico",Tiempo,"28.693672861798, -100.510521797740",Central America to US,"https://bit.ly/2LcMEhB, https://bit.ly/2PhKCSy",Central America,3
52418,US-Mexico Border,"August 23, 2019",2019,Aug,1,,1,,,1,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.605656100000, -111.522981700000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51972,US-Mexico Border,"August 22, 2019",2019,Aug,1,,1,,,,,Presumed drowning,"Río Bravo, near Havana, Hidalgo County, Texas, USA",US Border Patrol,"26.226310823479, -98.516633818581",Central America to US,http://bit.ly/2UfBpcj,Northern America,5
52417,US-Mexico Border,"August 22, 2019",2019,Aug,1,,1,,,1,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52592,Southeast Asia,"August 22, 2019",2019,Aug,1,,1,,1,,,"Sickness and lack of access to medicines, Starvation, Dehydration","Rakhine State, Myanmar",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.060399000000, 92.630156000000",,http://www.mixedmigration.org/4mi/,,2
53201,Sub-Saharan Africa,"August 22, 2019",2019,Aug,1,,1,,,1,1,Sickness and lack of access to medicines,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-7.995856000000, 12.617282000000",,,Western Africa,2
51973,Mediterranean,"August 22, 2019",2019,Aug,1,3,4,7,,1,,Drowning,"Off the coast of La Línea de la Concepción, Cádiz, Spain - the remains of one man recovered near Punta Europa, Gibraltar","Canal Sur, El Foro de Ceuta, La Voz del Sur, ABC","36.155426016789, -5.296389510909",Western Mediterranean,"http://bit.ly/2zsJ3q3, http://bit.ly/329pQpN, http://bit.ly/2Zyb3Hn, http://bit.ly/2Zy4GnF",Uncategorized,3
51971,US-Mexico Border,"August 21, 2019",2019,Aug,2,,2,,,1,,Unknown (skeletal remains),"Ranch south of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"26.982052175409, -98.096525608378",Central America to US,http://bit.ly/2ZpfG7m,Northern America,1
53464,North Africa,"August 21, 2019",2019,Aug,1,,1,,,1,,Dehydration,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.291150000000, 13.766789000000",,,Northern Africa,2
53199,Sub-Saharan Africa,"August 21, 2019",2019,Aug,2,,2,,,2,,Excessive Physical Abuse,"Douala, Cameroon",Mixed Migration Monitoring Mechanism Initiative (4Mi),"9.766009000000, 4.048575000000",,,,2
51970,US-Mexico Border,"August 20, 2019",2019,Aug,1,,1,,,1,,Dehydration,"Ranch north of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.049847012246, -98.168535616548",Central America to US,http://bit.ly/2ZpfG7m,Northern America,1
53195,Sub-Saharan Africa,"August 20, 2019",2019,Aug,1,,1,,,1,1,Sickness and lack of access to medicines,"Gao, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.028555000000, 16.261959000000",,,Western Africa,2
51960,US-Mexico Border,"August 20, 2019",2019,Aug,1,,1,,,1,,Unknown,"Ranch near El Saucito, Coahuila, Mexico","Zocalo, Super Channel 12","28.513027700000, -100.455079600000",Central America to US,"http://bit.ly/2KWleMR, http://bit.ly/2HyeSCz",Central America,3
52591,South Asia,"August 20, 2019",2019,Aug,3,,3,,2,1,2,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter","Ardabil Province, Iran",Mixed Migration Monitoring Mechanism Initiative (4Mi),"39.116741000000, 47.344070000000",,http://www.mixedmigration.org/4mi/,Southern Asia,2
51959,US-Mexico Border,"August 20, 2019",2019,Aug,1,1,2,,1,1,1,Presumed drowning,"Río Bravo near Mudo island in Piedras Negras, Coahuila, Mexico","US Border Patrol, Zócalo, GMN Noticias","28.710228241930, -100.509740470240",Central America to US,"http://bit.ly/2Lh5uUB, http://bit.ly/2Zm7oZ8, http://bit.ly/2KSmFx4, https://bit.ly/2zk3nd5, http://bit.ly/2HjwtxJ",Central America,5
53463,North Africa,"August 20, 2019",2019,Aug,1,,1,,1,,1,"Sickness and lack of access to medicines, Starvation","Ghadames, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"30.112958000000, 9.485920000000",,,Northern Africa,2
52672,Europe,"August 20, 2019",2019,Aug,,1,1,21,,,,Drowning,"River Drina, between Serbia and Bosnia and Herzegovina, close to Banja Koviljača","Watch the Med, Ministry of Internal Affairs of Una-Sana Canton ","44.521422308521, 19.156523182932",Western Balkans,http://watchthemed.net/index.php/reports/view/1269,Southern Europe,4
51957,US-Mexico Border,"August 19, 2019",2019,Aug,1,,1,,,1,,Drowning,"Río Bravo, near El Saucito, Guerrero, Coahuila, Mexico","Zocalo, Rancherita del Aire","28.532276939605, -100.402250811240",Central America to US,"http://bit.ly/2z9D5uh, http://bit.ly/2MtZZF9",Central America,3
53461,North Africa,"August 19, 2019",2019,Aug,2,,2,,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.976091000000, 14.460981000000",,,Northern Africa,2
53460,Sub-Saharan Africa,"August 19, 2019",2019,Aug,1,,1,,,1,,"Sickness and lack of access to medicines, Starvation, Dehydration","Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"16.974298000000, 8.017496000000",,,Western Africa,2
53196,Sub-Saharan Africa,"August 19, 2019",2019,Aug,3,,3,,,3,,Excessive Physical Abuse,Sahara Desert in Mali,Mixed Migration Monitoring Mechanism Initiative (4Mi),"-3.233231000000, 20.704542000000",,,Western Africa,2
53194,Sub-Saharan Africa,"August 19, 2019",2019,Aug,1,,1,,,1,1,Vehicle Accident,"Ferkessedougou, Ivory Coast",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-5.194344000000, 9.583230000000",,,Western Africa,2
53200,Sub-Saharan Africa,"August 19, 2019",2019,Aug,1,,1,,,1,,Excessive Physical Abuse,"Segou, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-6.249892000000, 13.427836000000",,,Western Africa,2
52816,Mediterranean,"August 19, 2019",2019,Aug,,100,100,3,,,,Presumed drowning,Unspecified location off the coast of Libya,Alarm Phone,"32.927838555534, 12.350753639971",Central Mediterranean,"http://bit.ly/33XcpLs, https://bit.ly/2MSrEyp, http://watchthemed.net/index.php/reports/view/1291",Uncategorized,4
51958,Middle East,"August 19, 2019",2019,Aug,5,,5,11,1,3,1,Vehicle Accident,"Unspecified roadway in Acıgöl, Nevsehir, Turkey",IOM Turkey,"38.550109000000, 34.508887000000",,,Western Asia,4
53462,North Africa,"August 19, 2019",2019,Aug,1,,1,,,1,,Sickness and lack of access to medicines,"Qatrun, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.930345000000, 14.633885000000",,,Northern Africa,2
53198,Sub-Saharan Africa,"August 18, 2019",2019,Aug,1,,1,,1,,,"Sickness and lack of access to medicines, Starvation","Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.521050000000, 12.368721000000",,,Western Africa,2
53197,Sub-Saharan Africa,"August 18, 2019",2019,Aug,1,,1,,,1,,,"Hombori, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.702774000000, 15.285799000000",,,Western Africa,2
51956,Southeast Asia,"August 18, 2019",2019,Aug,10,,10,,6,4,,Vehicle Accident,"Wang Sombun District, Sa Kaeo Province, Thailand","IOM Thailand, Khaosodenglish","13.388819900000, 102.117540400000",,"https://bit.ly/2TQ0slO, https://bit.ly/2KY2uwn",South-eastern Asia,4
51964,Europe,"August 18, 2019",2019,Aug,1,,1,,,1,,Presumed drowning,"Body recovered near Zeebrugge Port, Belgium",Ouest France,"51.355731038751, 3.116213492969",English Channel to the UK,"https://bit.ly/2P9mnWJ, https://bit.ly/31TlbIr, https://bit.ly/2TKfwSj, https://bit.ly/32687PU, https://bit.ly/2pZgKy, https://bit.ly/2KwDhdc",Uncategorized,3
53459,North Africa,"August 18, 2019",2019,Aug,1,,1,,1,,1,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Ghadames, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"30.112958000000, 9.485920000000",,,Northern Africa,2
53193,Sub-Saharan Africa,"August 18, 2019",2019,Aug,1,,1,,1,,1,Sickness and lack of access to medicines,"Koupela, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.351305000000, 12.179216000000",,,Western Africa,2
53455,North Africa,"August 17, 2019",2019,Aug,1,,1,,1,,,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.976091000000, 14.460981000000",,,Northern Africa,2
53191,Sub-Saharan Africa,"August 17, 2019",2019,Aug,1,,1,,1,,,Excessive Physical Abuse,"Koutiala, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-5.472885000000, 12.376238000000",,,Western Africa,2
53190,Sub-Saharan Africa,"August 17, 2019",2019,Aug,1,,1,,,1,1,Sickness and lack of access to medicines,"Zegoua, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-5.651178000000, 10.483254000000",,,Western Africa,2
51955,Mediterranean,"August 17, 2019",2019,Aug,1,1,2,278,,2,,Drowning,"Off the coast of either Al-Khums, Al-Zawiya or Tripoli, Libya","IOM Libya, Libya Observer","33.140843540490, 12.570127875000",Central Mediterranean,http://bit.ly/2YWFF69,Uncategorized,4
52415,US-Mexico Border,"August 17, 2019",2019,Aug,1,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.127686900000, -112.121001600000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
53189,Sub-Saharan Africa,"August 17, 2019",2019,Aug,1,,1,,1,,,Sickness and lack of access to medicines,"Segou, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-6.249892000000, 13.427836000000",,,Western Africa,2
53458,Sub-Saharan Africa,"August 17, 2019",2019,Aug,1,,1,,,1,1,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.670920000000, 5.915047000000",,,Northern Africa,2
53457,Sub-Saharan Africa,"August 17, 2019",2019,Aug,1,,1,,,1,,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"16.974298000000, 8.017496000000",,,Western Africa,2
53456,North Africa,"August 17, 2019",2019,Aug,1,,1,,,1,,Sickness and lack of access to medicines,"Matrouh, Egypt, near border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"30.169706000000, 24.881079000000",,,Northern Africa,2
53186,Sub-Saharan Africa,"August 17, 2019",2019,Aug,2,,2,,,2,,Sickness and lack of access to medicines,"Lama Kara, Togo",Mixed Migration Monitoring Mechanism Initiative (4Mi),"1.192921000000, 9.546329000000",,,Western Africa,2
53192,Sub-Saharan Africa,"August 17, 2019",2019,Aug,1,,1,,1,,1,Vehicle Accident,"Segou, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-6.249892000000, 13.427836000000",,,Western Africa,2
53185,Sub-Saharan Africa,"August 16, 2019",2019,Aug,2,,2,,,2,,,"Abobo, Ivory Coast",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.039775000000, 5.430734000000",,,Western Africa,2
53184,Sub-Saharan Africa,"August 16, 2019",2019,Aug,7,,7,,1,2,1,,"Arbinda, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.860624000000, 14.224950000000",,,Western Africa,2
53183,Sub-Saharan Africa,"August 16, 2019",2019,Aug,5,,5,,,5,1,,"Djibo, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.622854000000, 14.099690000000",,,Western Africa,2
53182,Sub-Saharan Africa,"August 16, 2019",2019,Aug,1,,1,,,1,,Sickness and lack of access to medicines,"Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.521050000000, 12.368721000000",,,Western Africa,2
53188,Sub-Saharan Africa,"August 16, 2019",2019,Aug,2,,2,,,2,,Vehicle Accident,"Dedougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-3.470043000000, 12.448416000000",,,Western Africa,2
53187,Sub-Saharan Africa,"August 16, 2019",2019,Aug,2,,2,,1,1,,Vehicle Accident,"Banfora, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.759634000000, 10.638253000000",,,Western Africa,2
52590,South Asia,"August 16, 2019",2019,Aug,4,,4,,2,2,2,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Chittagong Division, Bangladesh",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.236051000000, 91.805642000000",,http://www.mixedmigration.org/4mi/,Southern Asia,2
53454,North Africa,"August 15, 2019",2019,Aug,2,,2,,,2,1,"Sickness and lack of access to medicines, Starvation","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.976091000000, 14.460981000000",,,Northern Africa,2
